5	7.337159e-04	5.361000e-03
10	7.156986e-05	1.141100e-02
15	1.260033e-05	1.558800e-02
20	2.915546e-06	2.205600e-02
25	7.957648e-07	2.760300e-02
30	2.440225e-07	3.444700e-02
35	8.129026e-08	3.782600e-02
40	2.926213e-08	4.220800e-02
45	1.114463e-08	4.876000e-02
50	4.447499e-09	5.434100e-02
55	1.846925e-09	5.812300e-02
60	7.996639e-10	6.594000e-02
65	3.569213e-10	7.147600e-02
70	1.637658e-10	7.808600e-02
75	7.700707e-11	7.943300e-02
80	3.702172e-11	8.150100e-02
85	1.823885e-11	9.045700e-02
90	9.150458e-12	1.038250e-01
95	4.669876e-12	1.066400e-01
100	2.422562e-12	1.111380e-01
105	1.275757e-12	1.161540e-01
110	6.810108e-13	1.227860e-01
115	3.685940e-13	1.282560e-01
120	2.021716e-13	1.341430e-01
125	1.120215e-13	1.388400e-01
130	6.289413e-14	1.393330e-01
135	3.558265e-14	1.454690e-01
140	2.037259e-14	1.603750e-01
145	1.176836e-14	1.633040e-01
150	6.883383e-15	1.718340e-01
155	4.052314e-15	1.678110e-01
160	2.442491e-15	1.794520e-01
165	1.498801e-15	1.884910e-01
170	9.436896e-16	1.985060e-01
175	6.106227e-16	2.019020e-01
180	4.440892e-16	1.993330e-01
185	3.330669e-16	2.151380e-01
190	2.220446e-16	2.195500e-01
195	1.665335e-16	2.150450e-01
200	2.220446e-16	2.184330e-01
